被试ID:130123xx,,,,,,
566,3004463,5075420,3757242,3083449,4653335,4643781
567,2963235,5075516,3756637,3083644,4652474,4651497
568,2963235,5075516,3756516,3084230,4651810,4661111
569,2986128,5075055,3756637,3084401,4650973,4673281
570,3028108,5075711,3756637,3084571,4650063,4685281
571,3049223,5075711,3757073,3084181,4649005,4698352
572,3083563,5075443,3757509,3084717,4647726,4712834
573,3101697,5075905,3757896,3084717,4645831,4712834
574,3116350,5075565,3758477,3084986,4643100,4725491
575,3127446,5075856,3758550,3085522,4643100,4738391
576,3140696,5075662,3758913,3086034,4640714,4752290
577,3156752,5075322,3758961,3086425,4637172,4764776
578,3159207,5075856,3759034,3086839,4633112,4778042
579,3159207,5075468,3758961,3088132,4628290,4791477
580,3154573,5076220,3758913,3089595,4623812,4804451
581,3153496,5075565,3758913,3091302,4618867,4817473
582,3155224,5075565,3758913,3093740,4613184,4832929
583,3157754,5075978,3758744,3097325,4608386,4849675
584,3159858,5075686,3758453,3097325,4603712,4849675
585,3165443,5075808,3759131,3101349,4603712,4864011
586,3171755,5075783,3759155,3104763,4599111,4878104
587,3176064,5075638,3759712,3108445,4593698,4889301
588,3179420,5075225,3760100,3112005,4589541,4900668
589,3180672,5076148,3760705,3115615,4585088,4909601
590,3180672,5076511,3760584,3119419,4580020,4916927
591,3187711,5076463,3761213,3123565,4575444,4924838
592,3198005,5075808,3761213,3128540,4570621,4933576
593,3209427,5075808,3761334,3132954,4565160,4940659
594,3225557,5076220,3761698,3132954,4560830,4949616
595,3240737,5076827,3761940,3137660,4555983,4949616
596,3255990,5078574,3762327,3141123,4555983,4961518
597,3274025,5080128,3762618,3144830,4551776,4972325
598,3284720,5080807,3762933,3145805,4547101,4981818
599,3303330,5081123,3762835,3145512,4541517,4992796
600,3316555,5082142,3762618,3145317,4534185,5005039
601,3316555,5083185,3762715,3145585,4525328,5014142
602,3327877,5083331,3763489,3145732,4515783,5022320
603,3341628,5082991,3764627,3146147,4508894,5029331
604,3352724,5082991,3764627,3146732,4505327,5036438
605,3358886,5083986,3765596,3146732,4503998,5043131
606,3369105,5083938,3766250,3147854,4505917,5043131
607,3385762,5084981,3766928,3149634,4505917,5048413
608,3406150,5085564,3767557,3151268,4508057,5051626
609,3419025,5084277,3768308,3153609,4512313,5052113
610,3436758,5083040,3768913,3153804,4517431,5049387
611,3450109,5082506,3769495,3153975,4526534,5047026
612,3450109,5081389,3769301,3153584,4536055,5045931
613,3456070,5081511,3768211,3153462,4544789,5044592
614,3449657,5081292,3767945,3153365,4552908,5043472
615,3450534,5081292,3767945,3153365,4561543,5044153
616,3451912,5081195,3768066,3153487,4570400,5045103
617,3450910,5080783,3769737,3154365,4570400,5045103
618,3448806,5079885,3771262,3155316,4579208,5046028
619,3446326,5079254,3771649,3153511,4585752,5046174
620,3444748,5078938,3771528,3151219,4591042,5046539
621,3447303,5077458,3771456,3149634,4594953,5046003
622,3449282,5075250,3771165,3148927,4599431,5043643
623,3449282,5073187,3770705,3149317,4605828,5042547
624,3449207,5069838,3770947,3151268,4612199,5038920
625,3449583,5067289,3771964,3153268,4621131,5036024
626,3448480,5067289,3771964,3153268,4630455,5033249
627,3446427,5064741,3773151,3154682,4638696,5033249
628,3442269,5060979,3774337,3155755,4638696,5028746
629,3439037,5057388,3775524,3159925,4646545,5025509
630,3437735,5052534,3776468,3167655,4652843,5022028
631,3436082,5048166,3776880,3171167,4658551,5017355
632,3434980,5044817,3778890,3168265,4665046,5012560
633,3433227,5040302,3780609,3165851,4668908,5007302
634,3433227,5034308,3785500,3166582,4671246,5002824
635,3431824,5026785,3791093,3170947,4671295,4999221
636,3430321,5020329,3796687,3175508,4671418,4996398
637,3431198,5020329,3796687,3175508,4673165,4994524
638,3419075,5016010,3802183,3175312,4674960,4994524
639,3421630,5012175,3806421,3177532,4674960,4992918
640,3425111,5008243,3808527,3184750,4675625,4991579
641,3429870,5005525,3807849,3194919,4675108,4989632
642,3436407,5001205,3805138,3203162,4673386,4988074
643,3437660,4996861,3802086,3212502,4671885,4988025
644,3430596,4997419,3800972,3223402,4670114,4988901
645,3430596,5004287,3801287,3236205,4669081,4990800
646,3420853,5011738,3804363,3252349,4670360,4993307
647,3426163,5015864,3806396,3252349,4673854,4997372
648,3428468,5015864,3806396,3269492,4678307,5002313
649,3426388,5019528,3808648,3289465,4678307,5002313
650,3421730,5024600,3809060,3313339,4683080,5007205
651,3417772,5031760,3809472,3339262,4687089,5011343
652,3405975,5039502,3809593,3359698,4689747,5014702
653,3405299,5047704,3808455,3378890,4693683,5017964
654,3407052,5055519,3808769,3402008,4696267,5020909
655,3394178,5062460,3810997,3425540,4699957,5024219
656,3394178,5069668,3815210,3447976,4702614,5027213
657,3391622,5077021,3822305,3472216,4703155,5029549
658,3396808,5085758,3829230,3472216,4705369,5031692
659,3397158,5085758,3829230,3494017,4709060,5033688
660,3393201,5097019,3838504,3514892,4709060,5033688
661,3390696,5110998,3846010,3536157,4712750,5034101
662,3380000,5128058,3853493,3557202,4715309,5034077
663,3372511,5149536,3862210,3579272,4716194,5032665
664,3364070,5167883,3871120,3599220,4723698,5031497
665,3350395,5183609,3885116,3617290,4734695,5028819
666,3329905,5197297,3900589,3634531,4740821,5025338
667,3329905,5213048,3916497,3653309,4748645,5020349
668,3322191,5230618,3933956,3653309,4755632,5014045
669,3310469,5246126,3947322,3672476,4762398,5009566
670,3296793,5257435,3947322,3690961,4767835,5004479
671,3285647,5257435,3958412,3709738,4767835,5004479
672,3273398,5267337,3970058,3727906,4772829,4998783
673,3258170,5277359,3982359,3745294,4776594,4994037
674,3239309,5287528,3998873,3761072,4779718,4988925
675,3213434,5297648,4013208,3775923,4781932,4983717
676,3188963,5307234,4026526,3791481,4783260,4980260
677,3171280,5315898,4038850,3804869,4784491,4978143
678,3171280,5325630,4054977,3817623,4784761,4976999
679,3158155,5336769,4071612,3817623,4784073,4976804
680,3149087,5350360,4087642,3827354,4782621,4975758
681,3146407,5364145,4103598,3835962,4782621,4974370
682,3144479,5364145,4103598,3844278,4781637,4974370
683,3143802,5379070,4118539,3852399,4780358,4970743
684,3141398,5392102,4138975,3861690,4779423,4965924
685,3131078,5403727,4157596,3873151,4777332,4962444
686,3116951,5412027,4179727,3882637,4776028,4959936
687,3105279,5418288,4200357,3890636,4775289,4958136
688,3093532,5425011,4219753,3898416,4775142,4959206
689,3093532,5430665,4238664,3904634,4775609,4960180
690,3085767,5432267,4256703,3904634,4776888,4960861
691,3082461,5431782,4274839,3909487,4779128,4963222
692,3082862,5429743,4294114,3913169,4779128,4963222
693,3086945,5429743,4294114,3917242,4781120,4964683
694,3093232,5427535,4308400,3921387,4783064,4964902
695,3098617,5427487,4319490,3926411,4785056,4965170
696,3105204,5429476,4328328,3930800,4786877,4966119
697,3115549,5433505,4335035,3935288,4788722,4968650
698,3125368,5436247,4340943,3938409,4789854,4972399
699,3141072,5438626,4351234,3940896,4790371,4977413
700,3141072,5439621,4357700,3940896,4790322,4984131
701,3159157,5439572,4364697,3942945,4791576,4990532
702,3172983,5437776,4371090,3943408,4791601,4997347
703,3180096,5438723,4376368,3943555,4791601,4997347
704,3183127,5438723,4376368,3942384,4792216,5002848
705,3183328,5441756,4380170,3941189,4791207,5005842
706,3189489,5447921,4382834,3940067,4789854,5006548
707,3197329,5453794,4384819,3938311,4786656,5006962
708,3200735,5459691,4388112,3935873,4783064,5008374
709,3208224,5463768,4391575,3931020,4779792,5009104
710,3233047,5466317,4394699,3925484,4775093,5009274
711,3233047,5469471,4396321,3925484,4770049,5010759
712,3274100,5474276,4397120,3920290,4765498,5010394
713,3338146,5477480,4397023,3915754,4765498,5011027
714,3384860,5479858,4394262,3910560,4761684,5011027
715,3418398,5479858,4394262,3904780,4757551,5010856
716,3457297,5481533,4390025,3898171,4752040,5009444
717,3509446,5481751,4387095,3891953,4745816,5007156
718,3557137,5481120,4383269,3884979,4740870,5004236
719,3581984,5479737,4378475,3877882,4736369,5001023
720,3579654,5477043,4372301,3870908,4732629,4998711
721,3555659,5473306,4366077,3870908,4729258,4994597
722,3555659,5467675,4360944,3863860,4724387,4989632
723,3540129,5462360,4354309,3857861,4718950,4986613
724,3525953,5457361,4347602,3852959,4718950,4983084
725,3497473,5451755,4340120,3847546,4713734,4983084
726,3475131,5451755,4340120,3839986,4709699,4977242
727,3458474,5445736,4331500,3830890,4707116,4968212
728,3432450,5437994,4323170,3819477,4704729,4958500
729,3409181,5430762,4316826,3806357,4701925,4948788
730,3388241,5422778,4310144,3792676,4700375,4941365
731,3367552,5412440,4304114,3779947,4698530,4937276
732,3350194,5401519,4298327,3779947,4694421,4933965
733,3350194,5390379,4291862,3769900,4689673,4942898
734,3334314,5381376,4283629,3761462,4689673,4944846
735,3324921,5373197,4273217,3753634,4687582,4938736
736,3312347,5365916,4263652,3742758,4686868,4938736
737,3300424,5365916,4263652,3730784,4683547,4935353
738,3295039,5358199,4256388,3717079,4680742,4926980
739,3291207,5345773,4250480,3701618,4676756,4918266
740,3288702,5330605,4245371,3683938,4672303,4911231
741,3285396,5313107,4241133,3665892,4668465,4906218
742,3273148,5297236,4236000,3651382,4664529,4900935
743,3253410,5283645,4229172,3651382,4662979,4894096
744,3253410,5271535,4219414,3640238,4663324,4881439
745,3235427,5262774,4206701,3634726,4663324,4862843
746,3217367,5254984,4191519,3631751,4664997,4862843
747,3203115,5243844,4176216,3624825,4665366,4842567
748,3189615,5243844,4162487,3608974,4666645,4823899
749,3184455,5227706,4162487,3587051,4667555,4809295
750,3175638,5210062,4149895,3561445,4666104,4797612
751,3172908,5189288,4140549,3536059,4665292,4782325
752,3168725,5165141,4133357,3513136,4663496,4769547
753,3164867,5139586,4125536,3513136,4662832,4749661
754,3164191,5116579,4114350,3491432,4660051,4725321
755,3164191,5095198,4098272,3474264,4658206,4702636
756,3165368,5077142,4077762,3459608,4658206,4679853
757,3165068,5063164,4055800,3446098,4658526,4679853
758,3163690,5050398,4035291,3432466,4660519,4655976
759,3168875,5050398,4019843,3421322,4662610,4634532
760,3167598,5037584,4019843,3411982,4665120,4617372
761,3171981,5023630,4009019,3401081,4666251,4603717
762,3176289,5008171,4001851,3388035,4667555,4590817
763,3180672,4992590,3995435,3374183,4668613,4580229
764,3188162,4979606,3986015,3374183,4668564,4570663
765,3194649,4970651,3970954,3360332,4667162,4561803
766,3194649,4966259,3953811,3347431,4667162,4552408
767,3204117,4963589,3935650,3336457,4667580,4543815
768,3215438,4961283,3919839,3325728,4668884,4543815
769,3224681,4956939,3907248,3320411,4671738,4536416
770,3239784,4956939,3896642,3317729,4674247,4529771
771,3252433,4955265,3896642,3313973,4677864,4523126
772,3263029,4959002,3889305,3304950,4684236,4520011
773,3277155,4964729,3882404,3301317,4686696,4516603
774,3287475,4974534,3873469,3298025,4686647,4513342
775,3298195,4990770,3865454,3298025,4691125,4510810
776,3306261,5013267,3856350,3293781,4698308,4509544
777,3306261,5032100,3847173,3280661,4698308,4508084
778,3315253,5046928,3837657,3265542,4705049,4509082
779,3323017,5065930,3828165,3251788,4708445,4509082
780,3330432,5092238,3820174,3242619,4709773,4510591
781,3342079,5092238,3815331,3239546,4713119,4514729
782,3351196,5115899,3815331,3237376,4715038,4523759
783,3357433,5129515,3812038,3235254,4716760,4535126
784,3367978,5143639,3808455,3234888,4720992,4547296
785,3377095,5157666,3803370,3234888,4726946,4562241
786,3385887,5174727,3795549,3235205,4735138,4575215
787,3396557,5194506,3784773,3237449,4740945,4589940
788,3396557,5214261,3776855,3239400,4740945,4603912
789,3401441,5234477,3768550,3240985,4744069,4616082
790,3404848,5251780,3762109,3240692,4744831,4616082
791,3411586,5270030,3755402,3237522,4742125,4627278
792,3416620,5270030,3750172,3232816,4739321,4639181
793,3418098,5294129,3750172,3230621,4735433,4651229
794,3420377,5320485,3743876,3229255,4728520,4661768
795,3420628,5343322,3738089,3229182,4719639,4674376
796,3420252,5359849,3729880,3229182,4710191,4684040
797,3421880,5374435,3724408,3227134,4701679,4692242
798,3420252,5391593,3719154,3223914,4701679,4700299
799,3420252,5412925,3711381,3223646,4692920,4706092
800,3420477,5432753,3704335,3220939,4683670,4706092
801,3424184,5448163,3699274,3216769,4676240,4711398
802,3423934,5457240,3699153,3211307,4669376,4716169
803,3420878,5457240,3702543,3206576,4662586,4719528
804,3417246,5457798,3702543,3202650,4657247,4723665
805,3409131,5450372,3707047,3199845,4652917,4728509
806,3401667,5439985,3711066,3199845,4649104,4731089
807,3398235,5435155,3715667,3198626,4646323,4733061
808,3392875,5429864,3718355,3197626,4643223,4734570
809,3387214,5421176,3715473,3196041,4643223,4733207
810,3387214,5409721,3712083,3192798,4639755,4732745
811,3384359,5397247,3711671,3188579,4635129,4732745
812,3382881,5381060,3713512,3183604,4631513,4731041
813,3381478,5363684,3724311,3173703,4628511,4726927
814,3380301,5363684,3742956,3170265,4626395,4718798
815,3379775,5347448,3742956,3167216,4623886,4707893
816,3378648,5333469,3759421,3166509,4622311,4694335
817,3377346,5321480,3769616,3166509,4620688,4682336
818,3375417,5310316,3772812,3166144,4618400,4671942
819,3373338,5300925,3768986,3166192,4616112,4662012
820,3373187,5291411,3761019,3164607,4616112,4653931
821,3373187,5281995,3754240,3162217,4615521,4648600
822,3372937,5272554,3751358,3160168,4614070,4648600
823,3372010,5261925,3754046,3157462,4613381,4643099
824,3373563,5250009,3757702,3155267,4614193,4639935
825,3373688,5250009,3760850,3153097,4614119,4637282
826,3372511,5238967,3762424,3151170,4614930,4632049
827,3370758,5228312,3762424,3150268,4616235,4623384
828,3366450,5218314,3761673,3150268,4616924,4615765
829,3363019,5209917,3760269,3149683,4618030,4607076
830,3359962,5201107,3758622,3148878,4618030,4601551
831,3355805,5192516,3756564,3148341,4617120,4599895
832,3355805,5183949,3756782,3148024,4616604,4597364
833,3353350,5176450,3757048,3148293,4616087,4597364
834,3352749,5172130,3757630,3149487,4616112,4595587
835,3351622,5169873,3757993,3150414,4616579,4596026
836,3349643,5169873,3758792,3150707,4617341,4595758
837,3348240,5167082,3760317,3151341,4618793,4597121
838,3343682,5164850,3760317,3151341,4620466,4597145
839,3339048,5162350,3762133,3150707,4621524,4597632
840,3334840,5161913,3764046,3147293,4622016,4597924
841,3330632,5161282,3764555,3144830,4622016,4598338
842,3328528,5160797,3765039,3142806,4621967,4597169
843,3328528,5160263,3766492,3141342,4621499,4595879
844,3326699,5159656,3768937,3142806,4619212,4595879
845,3323493,5159802,3772594,3144537,4618892,4594784
846,3321965,5161452,3778236,3144049,4617686,4593299
847,3320012,5161452,3784241,3143196,4617686,4591936
848,3316254,5163151,3790488,3142952,4618424,4592156
849,3315002,5164194,3790488,3142952,4618375,4591815
850,3312523,5164922,3797437,3143196,4619507,4593397
851,3309717,5165651,3804096,3143732,4620884,4593421
852,3307989,5165966,3811700,3145147,4620884,4592058
853,3306186,5167762,3818334,3144196,4621721,4593372
854,3306186,5169194,3823201,3140782,4622336,4593372
855,3302253,5170892,3827414,3137099,4623419,4593640
856,3300850,5172009,3829739,3134807,4625239,4593105
857,3298446,5173417,3833080,3133564,4628019,4593835
858,3295691,5173417,3836010,3133222,4630602,4594881
859,3294964,5175795,3838214,3133222,4632644,4598654
860,3292935,5177275,3838214,3131076,4634662,4605932
861,3291908,5178319,3839739,3126052,4635449,4614086
862,3292760,5178440,3842064,3121956,4635449,4621583
863,3291984,5177372,3843856,3120053,4635178,4629542
864,3292284,5175722,3845091,3118785,4636310,4634021
865,3292284,5175091,3845817,3116883,4637319,4634021
866,3293111,5175746,3846301,3115444,4640615,4637842
867,3291933,5175018,3846713,3113810,4644896,4642102
868,3291633,5175625,3846713,3111567,4650432,4643416
869,3292259,5175625,3846398,3109665,4656558,4644389
870,3291458,5175552,3846277,3109665,4662659,4645972
871,3290681,5176159,3846277,3107129,4669327,4645801
872,3291583,5176232,3847294,3102788,4674247,4644852
873,3291157,5173683,3848456,3099471,4674247,4643708
874,3290806,5172349,3848456,3096984,4678946,4640909
875,3291883,5170917,3847052,3095789,4684310,4637234
876,3291883,5170723,3845647,3095789,4689624,4637234
877,3290381,5168101,3844509,3095667,4694913,4634653
878,3290506,5166379,3843516,3095618,4699022,4629590
879,3290556,5165554,3841797,3095374,4704040,4625015
880,3288352,5165554,3839812,3093521,4707682,4620341
881,3287299,5165068,3837633,3093521,4711323,4614743
882,3288176,5164607,3837633,3092107,4714103,4610751
883,3287299,5164316,3835550,3091082,4714103,4607660
884,3286423,5164704,3833927,3089863,4715850,4604082
885,3287350,5165505,3832499,3088693,4717818,4600845
886,3287826,5165554,3831313,3088448,4719392,4599165
