被试ID:130123xx,,,,,,
2943,3126545,5178804,3862694,3186994,4708346,4823169
2944,3122412,5173465,3874268,3174898,4702958,4815940
2945,3112693,5173465,3886593,3162827,4695947,4814430
2946,3092756,5171888,3893639,3149609,4693363,4815088
2947,3080833,5172033,3893639,3145512,4697349,4819250
2948,3072617,5170990,3891097,3145317,4705763,4832126
2949,3064903,5170067,3882113,3149731,4712110,4845026
2950,3053281,5177348,3874970,3156023,4715432,4847606
2951,3053281,5185551,3870321,3150512,4712479,4845148
2952,3048221,5186133,3865381,3131393,4712479,4845148
2953,3037551,5179629,3858045,3109811,4710855,4839306
2954,3021320,5167543,3845962,3109811,4706403,4829278
2955,3001934,5154075,3828359,3089765,4705197,4815623
2956,2983448,5154075,3816058,3075231,4704902,4802942
2957,2969547,5146090,3817487,3071256,4705665,4796029
2958,2959478,5138931,3808648,3080328,4706181,4805741
2959,2957674,5123835,3808648,3094496,4705861,4792889
2960,2951287,5112065,3787292,3110786,4704213,4762951
2961,2942245,5109541,3771310,3126418,4703942,4722643
2962,2942245,5117962,3762666,3139026,4703942,4674522
2963,2943297,5126384,3747314,3146976,4703942,4674522
2964,2949684,5129684,3733827,3146976,4704016,4640008
2965,2947956,5126748,3721696,3149780,4703229,4608609
2966,2938488,5123496,3716684,3149634,4701211,4573827
2967,2931424,5123496,3715062,3150512,4698432,4552018
2968,2922182,5117089,3713512,3150073,4696586,4548197
2969,2912288,5112235,3714674,3157121,4693363,4548927
2970,2906628,5112211,3714674,3167753,4689895,4551507
2971,2906277,5108619,3721478,3180312,4687114,4558030
2972,2904573,5107187,3736127,3193432,4684482,4558201
2973,2904573,5107430,3749373,3204235,4684482,4552213
2974,2904248,5106507,3755911,3211429,4683350,4552213
2975,2900666,5103183,3757242,3211429,4683104,4540384
2976,2900391,5099057,3760366,3213989,4683498,4528919
2977,2899840,5093305,3763925,3218550,4683744,4519013
2978,2894029,5093305,3765983,3220354,4681406,4512831
2979,2886739,5086704,3764821,3224939,4676756,4510348
2980,2882206,5079472,3763974,3227426,4670262,4507061
2981,2872563,5071318,3763974,3230011,4664455,4500879
2982,2858637,5063746,3765160,3232084,4658797,4490315
2983,2848417,5054378,3771504,3232694,4653261,4487565
2984,2848417,5043336,3780124,3233523,4653261,4487565
2985,2837997,5030740,3789810,3235571,4648365,4492239
2986,2828805,5015815,3798430,3235571,4645019,4499103
2987,2821491,5000914,3805283,3236815,4642903,4503727
2988,2814954,4985601,3810561,3235961,4639213,4506453
2989,2812549,4985601,3813225,3232864,4636285,4511394
2990,2806989,4971622,3815041,3229719,4633210,4515118
2991,2796042,4959391,3814702,3226646,4633038,4515532
2992,2792887,4945218,3814702,3224841,4635917,4513731
2993,2780714,4931409,3814096,3223744,4640542,4510737
2994,2776080,4915658,3813515,3223110,4646176,4508839
2995,2776080,4900879,3812813,3222354,4646176,4508839
2996,2773876,4885152,3810222,3222354,4652179,4509277
2997,2770795,4869911,3809133,3220598,4658157,4513561
2998,2749855,4855496,3808987,3218915,4663373,4520425
2999,2739185,4841638,3806929,3222061,4669597,4529139
3000,2729442,4841638,3804096,3224914,4680152,4538436
3001,2738759,4834916,3800513,3228914,4692847,4543986
3002,2734551,4832489,3796251,3235937,4707141,4549609
3003,2720424,4831688,3796251,3239473,4726035,4551848
3004,2685358,4831421,3791989,3244033,4759003,4555304
3005,2641925,4832028,3790197,3246009,4759003,4566038
3006,2641925,4828946,3787364,3248008,4780259,4566038
3007,2636064,4819627,3782521,3248008,4805255,4576723
3008,2662063,4805939,3776032,3250374,4819721,4575069
3009,2677643,4789776,3766710,3248764,4832244,4578354
3010,2686760,4776210,3758090,3246350,4847916,4575920
3011,2692346,4776210,3749155,3243009,4859036,4574314
3012,2697606,4767473,3742908,3240887,4860758,4564164
3013,2722102,4762619,3736854,3239765,4864129,4556473
3014,2738534,4763274,3736854,3235986,4862186,4551678
3015,2737882,4772497,3729759,3231108,4857856,4549560
3016,2730418,4791863,3722059,3221135,4857856,4553527
3017,2730418,4842415,3714117,3221135,4857388,4553527
3018,2721827,4891777,3710824,3216964,4860586,4559929
3019,2725735,4940825,3713536,3209185,4865679,4571125
3020,2732372,4977786,3719154,3201431,4868926,4578476
3021,2740212,5011253,3727411,3196163,4867450,4581348
3022,2751533,5045666,3739518,3192919,4865359,4573048
3023,2764082,5045666,3749349,3190383,4864399,4571222
3024,2776155,5062848,3746152,3192286,4864793,4585242
3025,2793713,5069643,3732036,3197846,4867844,4561413
3026,2811723,5072313,3732036,3206161,4874462,4541089
3027,2827453,5076123,3725570,3213136,4874462,4541820
3028,2827453,5076172,3731745,3213136,4881301,4541820
3029,2836770,5069158,3738598,3218574,4879948,4566696
3030,2838999,5063406,3741237,3225231,4882409,4592642
3031,2836971,5060713,3743271,3232864,4878595,4610264
3032,2836895,5056563,3748598,3239351,4876037,4632292
3033,2841128,5052679,3749009,3247813,4872863,4654052
3034,2842806,5052679,3746297,3261689,4869714,4687934
3035,2842406,5048942,3741794,3271248,4867130,4724566
3036,2841554,5044792,3738622,3279223,4861398,4752752
3037,2839976,5042487,3738622,3287051,4861398,4768013
3038,2839200,5040691,3740389,3294732,4854140,4779940
3039,2839200,5039502,3743973,3294732,4843364,4779940
3040,2839250,5039477,3749494,3305048,4829563,4793303
3041,2834315,5042632,3757170,3312559,4814948,4811509
3042,2829056,5044404,3764264,3318704,4797235,4829010
3043,2822042,5046928,3769761,3325874,4776765,4841448
3044,2813351,5050883,3777122,3333019,4754894,4849578
3045,2804309,5050883,3790318,3340018,4727930,4854811
3046,2802054,5058261,3800440,3343968,4700351,4860336
3047,2807089,5065615,3804484,3345724,4670163,4867735
3048,2806162,5071973,3804484,3345724,4670163,4876108
3049,2818184,5078089,3810077,3345724,4639287,4876108
3050,2818184,5082093,3811457,3342627,4607255,4884165
3051,2828229,5083307,3811191,3337701,4571384,4890908
3052,2838122,5083913,3815452,3331190,4538933,4897528
3053,2847741,5083671,3819981,3324752,4506089,4901252
3054,2862093,5082797,3824194,3317655,4479519,4902712
3055,2873114,5081074,3827899,3311096,4460402,4908408
3056,2873640,5081074,3832281,3303097,4446797,4910769
3057,2873540,5078332,3839884,3293196,4443870,4913422
3058,2846113,5077409,3847681,3284856,4443870,4915029
3059,2854629,5076002,3847681,3276199,4445789,4914615
3060,2912238,5073235,3855672,3276199,4449331,4914615
3061,2912238,5069279,3861023,3264128,4456712,4912449
3062,2922933,5064741,3863759,3252471,4466578,4908579
3063,2947154,5060664,3865091,3242911,4474721,4900206
3064,2970875,5055373,3865454,3233206,4476886,4891638
3065,2978965,5055519,3864994,3222646,4474352,4880806
3066,2973580,5057533,3864752,3218793,4467021,4869415
3067,2957474,5057533,3864026,3219598,4457278,4859606
3068,2968871,5059329,3863566,3221232,4446182,4853375
3069,3007319,5062460,3866907,3225719,4446182,4845270
3070,3044138,5066561,3866907,3225719,4432602,4842908
3071,3070338,5072556,3868118,3227889,4418062,4842908
3072,3070338,5077774,3867900,3225329,4460501,4837919
3073,3092330,5083792,3867537,3221061,4508648,4832248
3074,3102474,5090418,3868772,3215965,4556500,4824483
3075,3104027,5098572,3868917,3211746,4603023,4820053
3076,3105430,5105804,3868699,3214867,4640001,4814260
3077,3113094,5111653,3874365,3212819,4655254,4813432
3078,3120433,5111653,3883130,3196017,4651047,4818568
3079,3117553,5112696,3887828,3166680,4645413,4827063
3080,3111066,5107527,3889765,3143440,4645413,4825797
3081,3108711,5107066,3889765,3143440,4642362,4813335
3082,3109763,5111119,3888191,3133978,4641747,4813335
3083,3109763,5115099,3883663,3138318,4643223,4789092
3084,3114622,5136164,3875794,3147731,4647307,4778066
3085,3120508,5141527,3865842,3150707,4651367,4763827
3086,3125968,5145532,3861096,3144415,4650382,4751705
3087,3134635,5143542,3858723,3127125,4649940,4740826
3088,3146858,5139877,3844921,3107543,4650776,4733426
3089,3162463,5139877,3837051,3097301,4651416,4726635
3090,3179996,5134902,3831918,3091229,4651416,4726538
3091,3188813,5125534,3832136,3084352,4652228,4712007
3092,3197103,5114055,3832136,3084352,4649866,4695017
3093,3202614,5100125,3828189,3081425,4647184,4695017
3094,3202614,5088767,3818939,3082498,4645192,4682701
3095,3205820,5083768,3812983,3093936,4644822,4674547
3096,3203816,5088889,3806905,3112689,4646151,4670506
3097,3205369,5098475,3796106,3126808,4646250,4672186
3098,3200635,5103838,3777727,3134929,4646373,4678344
3099,3194498,5103692,3762715,3141221,4647455,4676251
3100,3188888,5103692,3755765,3142513,4647824,4667951
3101,3179019,5100343,3757290,3140416,4647824,4661622
3102,3170704,5095708,3761504,3140416,4647160,4658507
3103,3154498,5090272,3764918,3139075,4644774,4656194
3104,3127321,5086098,3764918,3142074,4642313,4656194
3105,3127321,5084083,3767170,3150146,4639902,4653274
3106,3101047,5082773,3773030,3159022,4635990,4648697
3107,3072693,5081802,3780730,3170996,4631635,4641298
3108,3048797,5079157,3784919,3183360,4626912,4629347
3109,3030763,5075808,3783708,3194700,4622754,4618613
3110,3008220,5071027,3782159,3201747,4619187,4610410
3111,2984625,5071027,3785040,3205942,4614242,4603108
3112,2961832,5064984,3790343,3207502,4614242,4596196
3113,2936960,5059548,3794653,3207502,4610354,4594906
3114,2914292,5051393,3796275,3208576,4603367,4594906
3115,2894229,5042268,3796275,3207185,4598718,4592448
3116,2894229,5032706,3797316,3205478,4593895,4588845
3117,2875694,5025207,3797268,3203430,4590353,4582736
3118,2859763,5024479,3799035,3201260,4586539,4578330
3119,2844935,5019747,3802595,3201357,4582185,4577332
3120,2836069,5006326,3807873,3201260,4585875,4572950
3121,2824647,4987906,3814266,3201942,4592764,4569640
3122,2812399,4987906,3819279,3202406,4592764,4566549
3123,2797170,4965288,3820416,3204162,4602359,4566355
3124,2787201,4944320,3818964,3204162,4612003,4567912
3125,2774978,4922720,3816155,3206259,4617760,4567912
3126,2763581,4903645,3816155,3207917,4615423,4570322
3127,2763581,4885759,3812353,3208527,4610969,4572464
3128,2736029,4869693,3810222,3210331,4610453,4578817
3129,2726436,4854865,3808745,3208941,4614045,4578841
3130,2729742,4846589,3807147,3209234,4648144,4574435
3131,2723004,4847051,3804871,3207527,4662881,4567912
3132,2702265,4851589,3802692,3209892,4677864,4561121
3133,2672884,4851589,3804217,3213136,4677864,4555864
3134,2640848,4855981,3805089,3213136,4681259,4551921
3135,2625219,4866781,3802450,3214916,4687803,4551118
3136,2651068,4877338,3796275,3217403,4708469,4551118
3137,2683655,4874134,3796275,3216696,4727905,4546396
3138,2683655,4865252,3787534,3214965,4740428,4550193
3139,2704644,4856248,3778744,3216769,4745865,4560513
3140,2717920,4850230,3767775,3220183,4746677,4562022
3141,2732748,4850326,3762666,3217769,4741830,4567888
3142,2751157,4896704,3758840,3208527,4736369,4577454
3143,2758522,4944586,3757654,3196139,4733662,4585340
3144,2758346,4944586,3754555,3181238,4733662,4593421
3145,2760450,4993682,3745789,3181238,4737303,4601356
3146,2763556,5052267,3735304,3170436,4746972,4602743
3147,2771321,5112381,3732157,3165924,4756395,4602743
3148,2778910,5143153,3732157,3164436,4764735,4605104
3149,2778910,5160772,3733222,3161900,4771525,4615887
3150,2791133,5164389,3731842,3159632,4776717,4618443
3151,2803331,5168999,3724384,3164607,4784368,4594735
3152,2810696,5172907,3722011,3168631,4795242,4579620
3153,2813300,5172397,3729105,3172045,4808651,4569470
3154,2820664,5161088,3733537,3173020,4808651,4571076
3155,2831209,5161088,3730268,3173020,4822994,4598922
3156,2841479,5145144,3726103,3175532,4835196,4631684
3157,2851799,5127864,3731503,3179312,4846711,4671066
3158,2857810,5113497,3733876,3186726,4858150,4671066
3159,2860289,5104129,3733876,3196870,4863858,4704072
3160,2860289,5098766,3730559,3210941,4869935,4731552
3161,2859663,5093257,3724868,3228280,4868385,4752071
3162,2862594,5090029,3719105,3242350,4868730,4767259
3163,2872037,5089277,3715328,3252983,4868582,4787900
3164,2883734,5092650,3714940,3263859,4865433,4812629
3165,2887967,5095611,3715885,3270346,4865433,4835217
3166,2887942,5095611,3717822,3270346,4864129,4857683
3167,2890822,5099057,3718645,3278564,4857904,4880173
3168,2899589,5100732,3721043,3290294,4851877,4898550
3169,2912188,5103595,3723778,3303585,4842110,4898550
3170,2929646,5105318,3723778,3317485,4828947,4914469
3171,2929646,5109541,3724989,3328605,4814063,4927004
3172,2946077,5114055,3729614,3335580,4797702,4936473
3173,2956372,5121312,3733101,3340701,4781071,4941073
3174,2962108,5126845,3739978,3344895,4763923,4943628
3175,2964337,5132669,3747484,3349285,4744906,4949056
3176,2969797,5139101,3752956,3352845,4744906,4952927
3177,2979541,5139101,3758017,3352845,4724461,4956431
3178,2992591,5144561,3764071,3355576,4699858,4960033
3179,3006767,5148298,3771649,3356674,4674001,4960033
3180,3005440,5150191,3779156,3357503,4643691,4961348
3181,3015935,5152230,3787946,3356552,4612249,4961275
3182,3015935,5151356,3787946,3353235,4580069,4962078
3183,3028033,5151259,3794265,3349479,4547569,4963977
3184,3028208,5150919,3798648,3344822,4516373,4963441
3185,3019592,5150386,3802837,3340408,4482077,4962638
3186,3009297,5147935,3808697,3335531,4482077,4961470
3187,2994595,5145411,3814605,3335531,4461387,4957673
3188,2986705,5145411,3818964,3329702,4445001,4954484
3189,3052479,5143566,3820707,3321826,4442049,4953949
3190,3091378,5142450,3821046,3314290,4452382,4953949
3191,3153145,5141236,3821167,3306609,4464068,4949397
3192,3217743,5140678,3821748,3296244,4477747,4946184
3193,3217743,5140605,3821748,3284222,4494428,4941730
3194,3260674,5138640,3825162,3272077,4506139,4937008
3195,3299448,5134490,3828940,3258031,4509263,4931264
3196,3341277,5132014,3832620,3251130,4510862,4923402
3197,3387314,5129611,3833177,3247009,4510862,4915759
3198,3415117,5126602,3833927,3247009,4503924,4904854
3199,3446076,5126602,3834267,3248862,4490688,4891978
3200,3469771,5123132,3835017,3248374,4515979,4880027
3201,3476684,5118302,3839473,3243765,4565529,4880027
3202,3487755,5119249,3840514,3236181,4585161,4870608
3203,3502709,5120778,3839981,3229182,4625657,4864328
3204,3502709,5118618,3839981,3221988,4653999,4858146
3205,3510323,5117526,3839037,3209770,4672870,4857586
3206,3513830,5115851,3839933,3189481,4681849,4859874
3207,3511751,5110852,3842548,3175508,4687508,4864450
3208,3510072,5100440,3846640,3175508,4687508,4866397
3209,3512151,5084277,3851459,3166753,4692158,4858803
3210,3514681,5084277,3856955,3157560,4694323,4844539
3211,3517311,5067969,3860103,3151829,4691198,4846389
3212,3513629,5070105,3860127,3148609,4686942,4846389
3213,3515408,5069959,3854219,3145366,4682907,4839428
3214,3512001,5056757,3848989,3138538,4683768,4824921
3215,3512001,5050083,3848989,3124906,4686056,4794861
3216,3504637,5049306,3846858,3108397,4688074,4760517
3217,3498400,5055786,3839182,3097423,4686598,4723909
3218,3489558,5064765,3833782,3090887,4686598,4691415
3219,3479164,5069085,3828165,3090887,4680004,4661160
3220,3466289,5069740,3833177,3087010,4675157,4638743
3221,3452638,5069740,3835066,3082937,4672672,4616690
3222,3441067,5069886,3827680,3084156,4671615,4588796
3223,3429419,5071852,3815186,3092985,4670827,4588796
3224,3423683,5074715,3805283,3108519,4672181,4566501
3225,3423082,5080686,3797050,3127588,4673558,4543645
3226,3423082,5087384,3797050,3142708,4675453,4531231
3227,3423708,5091922,3788551,3154365,4676756,4525146
3228,3422030,5094300,3778091,3160803,4676978,4521471
3229,3421730,5094665,3766662,3162510,4676978,4514680
3230,3418674,5092456,3759421,3162510,4675994,4507281
3231,3413414,5090078,3754748,3164631,4675182,4501950
3232,3406075,5090078,3754748,3169265,4671812,4502121
3233,3403144,5091146,3761310,3174240,4667088,4502778
3234,3394603,5092650,3767412,3179946,4663003,4502778
3235,3380326,5092602,3777388,3187530,4663692,4500027
3236,3365974,5093912,3786929,3196139,4659682,4496449
3237,3365974,5093281,3786929,3207161,4659928,4495232
3238,3351271,5091194,3793248,3217891,4657173,4501415
3239,3332485,5088476,3797220,3226963,4655156,4509690
3240,3312447,5085273,3805355,3226963,4655156,4518672
3241,3295691,5082700,3812886,3232255,4651613,4523954
3242,3287751,5078938,3816663,3234840,4645880,4528554
3243,3261200,5078938,3819956,3234962,4639828,4529674
3244,3241087,5074570,3823540,3234596,4633161,4529674
3245,3216415,5069547,3826906,3234474,4626002,4524782
3246,3177065,5063406,3829690,3234791,4618818,4522153
3247,3145581,5054305,3834025,3234523,4613208,4519597
3248,3145581,5044161,3834025,3232572,4608460,4512198
3249,3121861,5032828,3840102,3230255,4606418,4504944
3250,3099518,5020815,3848577,3227987,4606418,4499249
3251,3095861,5009336,3858142,3227987,4607156,4494867
3252,3086293,4997177,3865333,3227645,4612274,4493334
3253,3056963,4981766,3867028,3228524,4618203,4492141
3254,3028659,4981766,3861822,3229572,4624206,4491241
3255,2990412,4963419,3856737,3232133,4631291,4491241
3256,2926991,4942718,3852936,3236522,4637589,4490754
3257,2878950,4920245,3848916,3237571,4650949,4488247
3258,2838122,4897190,3844437,3236473,4684187,4485642
3259,2838122,4874280,3840780,3234498,4721754,4481894
3260,2807815,4855326,3840780,3230011,4741707,4478754
3261,2777983,4841129,3837318,3230011,4741707,4480288
3262,2754439,4832756,3834146,3226012,4751794,4471866
3263,2743518,4831955,3831434,3219354,4760995,4464174
3264,2722603,4836154,3827463,3214843,4778685,4447282
3265,2707525,4836154,3823443,3211673,4795980,4448109
3266,2691394,4843580,3819230,3210892,4806018,4448109
3267,2678044,4851782,3814242,3211916,4806116,4443241
3268,2667223,4857559,3807026,3217452,4804444,4450763
3269,2681626,4858092,3800464,3219818,4797136,4473375
3270,2681626,4884085,3789665,3210283,4793889,4491387
3271,2694700,4949901,3789665,3194115,4797998,4507695
3272,2695552,5033143,3775161,3194115,4797998,4525414
3273,2696303,5115657,3763223,3181507,4802057,4546493
3274,2700136,5188269,3754990,3167265,4812267,4563190
3275,2711031,5215499,3755353,3161168,4820164,4564821
3276,2721652,5215499,3748961,3158925,4825700,4601405
3277,2731796,5227779,3749494,3162437,4826659,4601405
3278,2739085,5228143,3751721,3169070,4827693,4587677
3279,2744595,5232729,3763344,3174240,4829882,4589527
3280,2753236,5242680,3777582,3176727,4834582,4595003
3281,2753236,5242777,3794387,3177142,4841150,4610070
3282,2761803,5230691,3794387,3174215,4841150,4634532
3283,2773350,5215790,3804677,3174215,4848014,4662425
3284,2784746,5201374,3810610,3172216,4852640,4686547
3285,2792987,5189919,3814581,3173728,4853304,4698206
3286,2800551,5181498,3810271,3182092,4853427,4709305
3287,2809143,5174460,3795621,3196114,4851336,4721329
3288,2821290,5174460,3779035,3209331,4849761,4721329
3289,2834992,5170553,3768017,3221427,4846391,4734229
3290,2844961,5165602,3765959,3228938,4845234,4750829
3291,2854804,5159413,3763029,3235059,4839551,4766748
3292,2854804,5151550,3761746,3238936,4833302,4783567
3293,2859413,5144755,3761746,3238936,4833302,4797830
3294,2860014,5139295,3763514,3244521,4823732,4820613
3295,2859463,5133713,3765402,3250764,4808404,4841667
3296,2856557,5130194,3767000,3257909,4792610,4859411
3297,2855480,5126359,3768114,3266713,4774921,4873358
3298,2858361,5123156,3769446,3276345,4754820,4884774
3299,2861342,5123156,3769059,3282125,4734523,4884774
3300,2861317,5121142,3769761,3286587,4712873,4894972
3301,2863145,5117623,3770391,3289441,4689083,4904708
3302,2861542,5115463,3770293,3292001,4665833,4912303
3303,2861542,5116239,3771359,3294927,4665833,4917414
3304,2862894,5116797,3771359,3294927,4641575,4920140
3305,2861342,5116846,3775209,3298878,4614217,4923840
3306,2855656,5118035,3783248,3300805,4583021,4927880
3307,2853727,5117695,3795234,3300000,4551333,4932894
3308,2852300,5117186,3806009,3297000,4520457,4937981
3309,2848567,5116579,3811385,3291806,4489434,4937981
3310,2855355,5116579,3815356,3285490,4463281,4943385
3311,2853402,5116822,3819351,3278564,4443820,4949032
3312,2842706,5114322,3823709,3271541,4432208,4953219
3313,2829356,5111410,3827947,3264054,4426353,4957332
3314,2829356,5107066,3830901,3264054,4426353,4960788
3315,2825323,5102843,3830901,3258836,4423203,4961518
3316,2824722,5099275,3835550,3253495,4428149,4963076
3317,2828880,5094786,3840030,3245741,4426992,4963247
3318,2833213,5092116,3843516,3237498,4419882,4963295
3319,2831410,5090102,3847633,3230352,4403669,4961129
3320,2833639,5086486,3849473,3225817,4382782,4961129
3321,2831836,5086486,3849861,3222720,4367085,4959985
3322,2852675,5079933,3849982,3223110,4353480,4956699
3323,2901593,5076414,3849255,3229548,4346493,4954411
3324,2946128,5070760,3849013,3240229,4392303,4951076
3325,2946128,5069619,3849231,3240229,4392303,4947766
3326,2977587,5077652,3849231,3246911,4451669,4943921
3327,3003336,5086729,3848601,3243228,4488818,4937422
3328,3011953,5093864,3845938,3231889,4542846,4929560
3329,3030262,5099931,3843516,3225963,4589590,4921454
3330,3056537,5104784,3842572,3231352,4627527,4910550
3331,3104152,5109468,3840998,3229231,4642362,4910550
3332,3171480,5109468,3843274,3216550,4638057,4898721
3333,3221901,5110148,3852234,3204137,4635080,4886818
3334,3250755,5103838,3860200,3191579,4641600,4879784
3335,3267287,5093742,3861507,3188262,4641600,4876449
3336,3267287,5099130,3862452,3188262,4654885,4875135
3337,3283618,5123205,3863227,3189920,4666694,4877009
3338,3307313,5123860,3863227,3197358,4669031,4876960
3339,3328102,5116846,3861169,3200845,4664406,4876960
3340,3336618,5107066,3859013,3198211,4658354,4876060
3341,3341578,5094519,3849715,3193846,4655278,4875013
3342,3347464,5088694,3849933,3187847,4655967,4875013
3343,3347188,5088694,3851095,3182482,4659953,4871874
3344,3337395,5086996,3853396,3176922,4663644,4861212
3345,3331083,5076487,3859692,3174801,4664800,4846900
3346,3327150,5066488,3860709,3174801,4664800,4843103
3347,3327150,5062144,3849352,3173289,4662315,4841278
3348,3322491,5055446,3834121,3170630,4657936,4828499
3349,3325197,5056126,3834121,3167338,4654516,4802698
3350,3324445,5054815,3820635,3160827,4654614,4763827
3351,3324896,5055931,3808794,3157193,4654147,4709499
3352,3319586,5057606,3795864,3158486,4652720,4664884
3353,3304783,5060251,3784434,3165680,4650112,4664884
3354,3292460,5060251,3775742,3176703,4647799,4632244
3355,3284545,5066464,3768937,3190700,4647234,4596877
3356,3274100,5070638,3763829,3202650,4646471,4568886
3357,3269641,5073259,3759639,3202650,4646471,4547101
3358,3269641,5077021,3755935,3213940,4645192,4531305
3359,3266460,5083719,3752617,3225988,4644872,4518015
3360,3262853,5092917,3752617,3236693,4644085,4515751
3361,3260699,5101799,3748961,3249471,4643863,4529528
3362,3250755,5104833,3746491,3259323,4644798,4542866
3363,3240436,5103790,3746927,3266737,4646939,4538217
3364,3229841,5103013,3752351,3273224,4647553,4538217
3365,3213334,5103013,3762739,3280564,4649718,4525195
3366,3192595,5103620,3778332,3288392,4650653,4515946
3367,3170578,5102916,3796009,3288392,4650653,4510664
3368,3147609,5102552,3811336,3293855,4649891,4505917
3369,3147609,5102527,3825792,3300293,4648734,4498835
3370,3122312,5101969,3836785,3305535,4646914,4494502
3371,3098917,5100246,3836785,3310925,4645831,4493967
3372,3073695,5098038,3842669,3315534,4645093,4496693
3373,3047895,5094592,3844751,3316802,4643740,4500149
3374,3029386,5088549,3847076,3316192,4641181,4500149
3375,3007719,5080953,3850757,3313998,4638180,4503727
3376,2987756,5080953,3856810,3309828,4633555,4509374
3377,2966040,5072604,3862476,3306731,4627970,4517917
3378,2957023,5061368,3868989,3306731,4627970,4523735
3379,2938538,5049986,3874534,3302439,4619901,4528238
3380,2938538,5037584,3879184,3296366,4612397,4531353
3381,2927692,5023727,3882283,3290245,4606246,4533081
3382,2911086,5006982,3882283,3282710,4600759,4530939
3383,2900365,4989047,3880806,3273760,4596577,4527045
3384,2891148,4969753,3878893,3265152,4596897,4522128
3385,2892050,4950969,3876568,3257129,4602211,4522128
3386,2884034,4930972,3873469,3246472,4611265,4514778
3387,2865650,4930972,3868069,3242180,4622410,4509277
3388,2845587,4911969,3861435,3242180,4635129,4505845
3389,2812649,4891535,3854098,3242180,4635129,4506356
3390,2767939,4875469,3845889,3245302,4651662,4509885
3391,2767939,4861903,3838020,3250008,4669720,4516262
3392,2734025,4850399,3830973,3250983,4686179,4520254
3393,2714864,4840522,3830973,3248862,4704558,4522737
3394,2718470,4833290,3825138,3245887,4742666,4523394
3395,2728164,4833897,3819835,3247301,4752483,4527288
3396,2734852,4838386,3815186,3252422,4761488,4527288
3397,2742491,4835498,3809593,3255787,4761438,4531743
3398,2739636,4835498,3805888,3252056,4762619,4527580
3399,2741740,4833484,3801820,3252056,4762619,4526680
3400,2752385,4832271,3796081,3243911,4771525,4523175
3401,2767138,4828387,3789302,3238254,4782719,4519597
3402,2767138,4824116,3776928,3232059,4789706,4521301
3403,2775629,4828970,3761189,3229670,4792905,4536757
3404,2773700,4836518,3761189,3225451,4800827,4548878
3405,2771747,4875518,3746733,3215916,4803582,4564285
3406,2773775,4929200,3731309,3209112,4800778,4580326
3407,2779737,4982470,3725376,3201162,4805181,4580326
3408,2785422,5034090,3726515,3194919,4814973,4606005
3409,2793613,5034090,3732641,3187579,4825405,4612552
3410,2800501,5086098,3741600,3187579,4825405,4632414
3411,2805010,5118254,3738573,3184165,4834729,4610630
3412,2811146,5127136,3733900,3178971,4842405,4590135
3413,2811146,5133228,3728331,3172533,4849638,4579036
3414,2818536,5137693,3721696,3167387,4856281,4598070
3415,2824221,5143809,3718016,3169362,4864006,4618151
3416,2828805,5154002,3718016,3180263,4872642,4641347
3417,2831209,5158127,3724239,3194115,4879530,4670945
3418,2832737,5150289,3726709,3207673,4882655,4670945
3419,2837997,5144124,3726515,3219257,4882605,4699033
3420,2846839,5144124,3729154,3219257,4886271,4722960
3421,2858586,5140290,3729905,3227695,4886271,4747202
3422,2869532,5142571,3723173,3231962,4883221,4770423
3423,2881755,5145337,3711357,3237254,4880391,4786098
3424,2894129,5145337,3699734,3242863,4876135,4799023
3425,2894129,5143760,3694795,3249910,4873896,4812678
3426,2901543,5136965,3698257,3259908,4869738,4825700
3427,2905300,5131504,3698257,3274150,4862013,4832588
3428,2910535,5127913,3703390,3288563,4853304,4836215
3429,2916070,5124418,3707482,3298195,4840683,4836215
3430,2916496,5121384,3714819,3306682,4826339,4837651
3431,2917298,5121384,3724893,3306682,4826339,4838016
3432,2918150,5120292,3739518,3312242,4810373,4835923
3433,2917523,5121166,3751624,3315339,4792142,4834340
3434,2913791,5124054,3763731,3317875,4770861,4831882
3435,2908757,5122913,3771335,3319777,4747144,4831079
3436,2908757,5123763,3779011,3322118,4718556,4835631
3437,2903246,5123690,3785452,3324898,4687606,4841691
3438,2903046,5123156,3785452,3326703,4654442,4848068
3439,2905375,5122622,3790318,3326118,4619408,4848068
3440,2906878,5122452,3795573,3322728,4583242,4853253
3441,2904899,5123277,3803031,3317558,4544789,4857488
3442,2901919,5123277,3809109,3317558,4544789,4859460
3443,2898412,5124296,3812063,3312559,4507811,4859825
3444,2888969,5124612,3812934,3306194,4475656,4854884
3445,2876546,5125219,3814339,3298537,4443304,4852474
3446,2860991,5123520,3817559,3290172,4417816,4850892
3447,2860991,5120341,3820441,3279686,4399388,4849212
3448,2844635,5117380,3823274,3269931,4389670,4849773
3449,2839450,5115196,3823274,3259348,4386226,4850040
3450,2840026,5110755,3829448,3248667,4391565,4850040
3451,2849369,5104663,3834848,3238180,4394320,4851038
3452,2854303,5099494,3838674,3238180,4393287,4851087
3453,2865975,5099494,3840562,3231084,4393287,4848799
3454,2888969,5093718,3839715,3226695,4394935,4844418
3455,2923484,5088549,3838407,3221817,4393016,4837724
3456,2984300,5082603,3837778,3219306,4395722,4831907
3457,3023074,5079618,3837729,3221086,4400545,4825310
3458,3023074,5078744,3837463,3222427,4421309,4817327
3459,3037451,5080710,3835623,3221793,4494846,4808418
