被试ID:130123xx,,,,,,
被试姓名:Test,,,,,,
被试性别:男,,,,,,
被试生日:2026/4/15,,,,,,
设备ID:,,,,,,
采样率:100,,,,,,
数据单位:,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Index,1,2,3,4,5,6
519,4126316,4919219,3706005,3091839,4820755,4749296
520,4124363,4919728,3706151,3090936,4820140,4748030
521,4120305,4919680,3706102,3089814,4819082,4747909
522,4119078,4919170,3705957,3088863,4817802,4747860
523,4116999,4919170,3706223,3087815,4816991,4747860
524,4113091,4919801,3706465,3087815,4815736,4747397
525,4113091,4919582,3705957,3086547,4814481,4747008
526,4114118,4919170,3706393,3085230,4812513,4747179
527,4114244,4919121,3705884,3083327,4810422,4746253
528,4113818,4919024,3704892,3082157,4810422,4743771
529,4112941,4918515,3704892,3081401,4807371,4741531
530,4113893,4918296,3704286,3081523,4804935,4739000
531,4112991,4918563,3703753,3082840,4802377,4739730
532,4109585,4917956,3703608,3083620,4800556,4739000
533,4105176,4918199,3703826,3083181,4798957,4738051
534,4103573,4918199,3703536,3083279,4798588,4738051
535,4101419,4918515,3703923,3083279,4797850,4739292
536,4101419,4918515,3703778,3083449,4797333,4741726
537,4097412,4918757,3703753,3083157,4796669,4743552
538,4093855,4919655,3703947,3082620,4796153,4743114
539,4091525,4919680,3703875,3082084,4796153,4744233
540,4089772,4919194,3703875,3081401,4794036,4744793
541,4089421,4919170,3703294,3081548,4793372,4746181
542,4088044,4919582,3701913,3082010,4791724,4746740
543,4086741,4919510,3701744,3081401,4790272,4749393
544,4083109,4919243,3701695,3080474,4789928,4749977
545,4081557,4919243,3701550,3080426,4788968,4749977
546,4078851,4919655,3701211,3080426,4789362,4749710
547,4078851,4919607,3701429,3080084,4789042,4750878
548,4074017,4919728,3701260,3078670,4788772,4752339
549,4066002,4919971,3701211,3077718,4788772,4755698
550,4059740,4919291,3700945,3076743,4788796,4763876
551,4048945,4919461,3699976,3076524,4787320,4773563
552,4038500,4919777,3699976,3076938,4785795,4783786
553,4027604,4919364,3699322,3078377,4783507,4795226
554,4012074,4920044,3698451,3080401,4780579,4807299
555,3994166,4919655,3698112,3082498,4777356,4817230
556,3971849,4919655,3697870,3082498,4773789,4817230
557,3947302,4919461,3697821,3084791,4770123,4824775
558,3947302,4918903,3697991,3086741,4765891,4829984
559,3920501,4918903,3698015,3088254,4762201,4833586
560,3902141,4918709,3698184,3089985,4762201,4836361
561,3885510,4918684,3697700,3092204,4758461,4837651
562,3868277,4918733,3697458,3094862,4753713,4838113
563,3852347,4919121,3697458,3097301,4748719,4840499
564,3835440,4918806,3697313,3098788,4742371,4840816
565,3822565,4919752,3697603,3099252,4735655,4840621
566,3806660,4918636,3697942,3100056,4729308,4841083
567,3791056,4918636,3698596,3100056,4725396,4841083
568,3773823,4919000,3698911,3100203,4722271,4840572
569,3773823,4918976,3699347,3100569,4718605,4842762
570,3756390,4919000,3699807,3100837,4715358,4846900
571,3739808,4918345,3700364,3101593,4715358,4850819
572,3721649,4918296,3701550,3102666,4712160,4856515
573,3706921,4918029,3702349,3104324,4709256,4862648
574,3696025,4918393,3702349,3106860,4708543,4868027
575,3685029,4918660,3703197,3109445,4710068,4873334
576,3669700,4918903,3704214,3112664,4712331,4876693
577,3652317,4919243,3704940,3115786,4715432,4876693
578,3629274,4919243,3704988,3115786,4720033,4877423
579,3605203,4919607,3705231,3120468,4724362,4878178
580,3605203,4919947,3705424,3124687,4728126,4874770
581,3581508,4919971,3705545,3127198,4728126,4871167
582,3561620,4919728,3705667,3129295,4730931,4868222
583,3546016,4920165,3705037,3131564,4733367,4864717
584,3533441,4919874,3705037,3133758,4734794,4860068
585,3517036,4919243,3705037,3134465,4734646,4855882
586,3491537,4920092,3704771,3134026,4735114,4850989
587,3469094,4919485,3704795,3133978,4736049,4847119
588,3450685,4920044,3704819,3133978,4736737,4847119
589,3437334,4920044,3704456,3134856,4737697,4843688
590,3426413,4920942,3703753,3136465,4737426,4841594
591,3426413,4922252,3703197,3139611,4737377,4840182
592,3418799,4923514,3702180,3143757,4737377,4840134
593,3411611,4922762,3701671,3148854,4738853,4842567
594,3404723,4922713,3700630,3153853,4740625,4846803
595,3397634,4922058,3699541,3155755,4744389,4850040
596,3395956,4921548,3699541,3154853,4747366,4854713
597,3399713,4920505,3699032,3153219,4751130,4860555
598,3402243,4920335,3698766,3151829,4753467,4866202
599,3413915,4919267,3698475,3151829,4754697,4866202
600,3437134,4919267,3697652,3150683,4753861,4869415
601,3465312,4918175,3697773,3149122,4751991,4871484
602,3465312,4918830,3698015,3147122,4751302,4874600
603,3495695,4917811,3698547,3146366,4751302,4875403
604,3543786,4917884,3699298,3145976,4750909,4877642
605,3605328,4918151,3700097,3146683,4750933,4884117
606,3666068,4916961,3701453,3146512,4749038,4890323
607,3722525,4916986,3701453,3145464,4747956,4896335
608,3777655,4917107,3702446,3145244,4747021,4902566
609,3811244,4916646,3702906,3145244,4745865,4910331
610,3829754,4917326,3702615,3145830,4744930,4910331
611,3844407,4917326,3700993,3146976,4743528,4919556
612,3851520,4917083,3699105,3148975,4742937,4926347
613,3851520,4915214,3696610,3151561,4742937,4933649
614,3853499,4915165,3694552,3154609,4743134,4941316
615,3851320,4913976,3693172,3158413,4742986,4949081
616,3850518,4912884,3692809,3162900,4743848,4956188
617,3848815,4911258,3692833,3167631,4743159,4963174
618,3848790,4909899,3692979,3173801,4741461,4972910
619,3847663,4908419,3692979,3182726,4739616,4979701
620,3843304,4907691,3693245,3182726,4739394,4986857
621,3836943,4907642,3693463,3191164,4741461,4986857
622,3831132,4907642,3692058,3195553,4743774,4992114
623,3828576,4905531,3690533,3196090,4746357,4998418
624,3828576,4902643,3688571,3196943,4746357,5005380
625,3825671,4900095,3686126,3199114,4747243,5013777
626,3828451,4898906,3683002,3201406,4746800,5022734
627,3828652,4899779,3681235,3204503,4746382,5032178
628,3830505,4899706,3680460,3209209,4746480,5042182
629,3834939,4900799,3679346,3213526,4748571,5054133
630,3844231,4900167,3679346,3216062,4750220,5068688
631,3851620,4899828,3678838,3216062,4752040,5068688
632,3858358,4899051,3678378,3216867,4754968,5082416
633,3862691,4899051,3679104,3219159,4758338,5097045
634,3864094,4899051,3680315,3223817,4762127,5109921
635,3864094,4899246,3681428,3230718,4762127,5122262
636,3865446,4898760,3683220,3239156,4766309,5131900
637,3866724,4897280,3686392,3246716,4770689,5140711
638,3867576,4896090,3688741,3255519,4775265,5148671
639,3874489,4894392,3691429,3266396,4779423,5155803
640,3875791,4892547,3694770,3276613,4781784,5162033
641,3875115,4890557,3694770,3276613,4783580,5167315
642,3874815,4887718,3697313,3288270,4783138,5167315
643,3877369,4885485,3696078,3295196,4782178,5173790
644,3884858,4885485,3693754,3301365,4781907,5182236
645,3895879,4883228,3692930,3309900,4781907,5190025
646,3895879,4881068,3692858,3318972,4781588,5196572
647,3904846,4879903,3693075,3328312,4781735,5202146
648,3909029,4880413,3693899,3339164,4783753,5207501
649,3921102,4880583,3694891,3347090,4784368,5212856
650,3930270,4880073,3695303,3359819,4784811,5217456
651,3945398,4880825,3694746,3370647,4784171,5221180
652,3958748,4880267,3694746,3370647,4784761,5224564
653,3974153,4881626,3694697,3382279,4784860,5224564
654,3985650,4884975,3695158,3394960,4783925,5226219
655,3998549,4884975,3696174,3406885,4782055,5226243
656,4013327,4889149,3698039,3419712,4782055,5225780
657,4013327,4894003,3701138,3434539,4779423,5224807
658,4033365,4895775,3705352,3447635,4777011,5223688
659,4043359,4894149,3709710,3463412,4775978,5222519
660,4050498,4890873,3715013,3478361,4776077,5220061
661,4057361,4885752,3720800,3493310,4779053,5218527
662,4056910,4879952,3728524,3505088,4782695,5217189
663,4061794,4875001,3728524,3505088,4787074,5216117
664,4065701,4870608,3737774,3518233,4791675,5216117
665,4065601,4866750,3747290,3528158,4795759,5214463
666,4063472,4866750,3755596,3538766,4799671,5214414
667,4054981,4861823,3762061,3552666,4799671,5212442
668,4054981,4860585,3767073,3570444,4805157,5211128
669,4054831,4858450,3771287,3584222,4811578,5208134
670,4050322,4856629,3774289,3598952,4817754,5204775
671,4046090,4854324,3776710,3609633,4825651,5198471
672,4044161,4856605,3779011,3621095,4836205,5189246
673,4031912,4862405,3779834,3621095,4845702,5181628
674,4029859,4868448,3779834,3634141,4854608,5174106
675,4028957,4871870,3778671,3647968,4864522,5174106
676,4025400,4874346,3775742,3661820,4874265,5170893
677,4021092,4874346,3774192,3678548,4874265,5170480
678,4021518,4875826,3774918,3697521,4883171,5171843
679,4021518,4877355,3778139,3715201,4891192,5172524
680,4019865,4882185,3782473,3733832,4899163,5171891
681,4017535,4887912,3787146,3754536,4906864,5171331
682,4014029,4893348,3791650,3778922,4911538,5172208
683,4011373,4900192,3794144,3801187,4915105,5172208
684,4011248,4904439,3797776,3801187,4917688,5171429
685,4013302,4909195,3801990,3819672,4918353,5172159
686,4016383,4914923,3801990,3835987,4920124,5172159
687,4017560,4921378,3805767,3852081,4923766,5171818
688,4012325,4921378,3810440,3868152,4923766,5170236
689,4013001,4929824,3815114,3883369,4926988,5168630
690,4013001,4938464,3820852,3896416,4929006,5168995
691,4014930,4947783,3825550,3909633,4931687,5167802
692,4015932,4956714,3833686,3922021,4932450,5165733
693,4017711,4963436,3843856,3933654,4933163,5162447
694,4021468,4973580,3854049,3933654,4934861,5155121
695,4025199,4982802,3864510,3946530,4937297,5147235
696,4021092,4991442,3879014,3954943,4938429,5147235
697,4024423,5000058,3879014,3959893,4939216,5137328
698,4028431,5007435,3889233,3964137,4939044,5129174
699,4029558,5007435,3900443,3966795,4939044,5122188
700,4030509,5015857,3911267,3970160,4939880,5116663
701,4030509,5023453,3921897,3974744,4941258,5113280
702,4031511,5030515,3932551,3979866,4942636,5112136
703,4032138,5042067,3948048,3987328,4945317,5114205
704,4033190,5058885,3959477,3996131,4947458,5117515
705,4034943,5076820,3971657,3996131,4947532,5122164
706,4027479,5092328,3980567,4005617,4948491,5125109
707,4022445,5108539,3988873,4013007,4949155,5125109
708,4023396,5123756,3988873,4019225,4948122,5129393
709,4018662,5139506,3995120,4025492,4949131,5131413
710,4015857,5139506,4001948,4030150,4949131,5130391
711,4017660,5158047,4008656,4034662,4950115,5128833
712,4017660,5177074,4017445,4039539,4953215,5126959
713,4010747,5195834,4028680,4043831,4954593,5126813
714,4012776,5210589,4038536,4047318,4954593,5126521
715,4010672,5224592,4046526,4049049,4955429,5126594
716,4007366,5236484,4054250,4049049,4955847,5126229
717,4003133,5246289,4064178,4051001,4954371,5125912
718,3994642,5256360,4075801,4052586,4953018,5125912
719,3997748,5264951,4075801,4053586,4950557,5125620
720,3998800,5272790,4094591,4054464,4950557,5125401
721,3996370,5272790,4113720,4055415,4947925,5124622
722,3987829,5281332,4131348,4059317,4943989,5123308
723,3987829,5290652,4147498,4063486,4940667,5122067
724,3984823,5297277,4165756,4066364,4939511,5121483
725,3979062,5302204,4179969,4066998,4939487,5121872
726,3969945,5307786,4194691,4066998,4939216,5121726
727,3963332,5313780,4210164,4067437,4937838,5122383
728,3958323,5321449,4225128,4068656,4935722,5123503
729,3957271,5329870,4239366,4069193,4933631,5123503
730,3952988,5332928,4239366,4067462,4930088,5125012
731,3947803,5335525,4252030,4064925,4930088,5126764
732,3943219,5335525,4263943,4062145,4926816,5130221
733,3938285,5336884,4276195,4059121,4923618,5133945
734,3938285,5336253,4289247,4054585,4919288,5138058
735,3929343,5336156,4300918,4046928,4914638,5139251
736,3915241,5337321,4310531,4038247,4909520,5139470
737,3901365,5338995,4321936,4038247,4904182,5140468
738,3887539,5343485,4330652,4028126,4897662,5140614
739,3877019,5351202,4336222,4017274,4890109,5141150
740,3869554,5358580,4340750,4005276,4883393,5141150
741,3860087,5549461,4340750,3992620,4877611,5142513
742,3851070,5525459,4343292,3984499,4877611,5142635
743,3840625,5525459,4341839,3977890,4873060,5143340
744,3830706,5531065,4340459,3971233,4869763,5142488
745,3830706,5536550,4338038,3964161,4866122,5142294
746,3821413,5540943,4337215,3958064,4861349,5142075
747,3813623,5545748,4337917,3958064,4856108,5142561
748,3810668,5550578,4345714,3951943,4850893,5142853
749,3813047,5555310,4349297,3946140,4846735,5143340
750,3818257,5557931,4348934,3938848,4842651,5143340
751,3826272,5559970,4346876,3932069,4839034,5142196
752,3832910,5561401,4345036,3924387,4839034,5139592
753,3837143,5559265,4345036,3915778,4833253,5135186
754,3840524,5559265,4342178,3907219,4827914,5130683
755,3846035,5556014,4338982,3900098,4824051,5126010
756,3846035,5557372,4335955,3893660,4821198,5121044
757,3850744,5558756,4333171,3886954,4817261,5116298
758,3856279,5564265,4327965,3886954,4813202,5110384
759,3862741,5572977,4322202,3879760,4808232,5105053
760,3872109,5580331,4315277,3872225,4802352,5100161
761,3881176,5584942,4308788,3863592,4798883,5100161
762,3891446,5586107,4303024,3852935,4795168,5095366
763,3900463,5586447,4298012,3840205,4795168,5089645
764,3912311,5584699,4298012,3827158,4789928,5086262
765,3922104,5584699,4295373,3815965,4786730,5081589
766,3929969,5580525,4295566,3804236,4784097,5076259
767,3929969,5576254,4300724,3794847,4780505,5069273
768,3937984,5573050,4306560,3788360,4777479,5058831
769,3948504,5570356,4310313,3788360,4774502,5050969
770,3960602,5564192,4312419,3782507,4772263,5043837
771,3974930,5556718,4316245,3773850,4770591,5040040
772,3987052,5549777,4320168,3764242,4769557,5040040
773,3995744,5542617,4322855,3751853,4768597,5036584
774,4003759,5534439,4322274,3737954,4768597,5032957
775,4010697,5524294,4322274,3722736,4766113,5026483
776,4013653,5524294,4320580,3706300,4764267,5015457
777,4016383,5513907,4320216,3688815,4761192,4998345
778,4016383,5500802,4319926,3671916,4758018,4981113
779,4018487,5488231,4317722,3671916,4756124,4963295
780,4021343,5475272,4313485,3655723,4754525,4950711
781,4024248,5463113,4309005,3640701,4753442,4944383
782,4026277,5449862,4305542,3623728,4751942,4938712
783,4026051,5437582,4301015,3607145,4751868,4938712
784,4022445,5427583,4296075,3587637,4751868,4932651
785,4021618,5418167,4290239,3568639,4751425,4924935
786,4021593,5406469,4290239,3549130,4750835,4917292
787,4020315,5406469,4284840,3528865,4748719,4908603
788,4019414,5395257,4279416,3510990,4748596,4901227
789,4019414,5385429,4275832,3492042,4748325,4889228
790,4017811,5375769,4273145,3492042,4746849,4875695
791,4017184,5365528,4269948,3473508,4746628,4863963
792,4018186,5355675,4267091,3456292,4745570,4859995
793,4018487,5344608,4266268,3437977,4744758,4858243
794,4015907,5336114,4264742,3423175,4744389,4858243
795,4012200,5325728,4262635,3412470,4744389,4859362
796,4010422,5310365,4259463,3401398,4744069,4865837
797,4007265,5294712,4259463,3387815,4745151,4871605
798,4003584,5275370,4256001,3377012,4746382,4877398
799,4000628,5275370,4252224,3368257,4747119,4883192
800,4000628,5258090,4247962,3368257,4747316,4889934
801,3999000,5240204,4242925,3360770,4745643,4896530
802,3996721,5224260,4237550,3351748,4742568,4902810
803,3993640,5211227,4232756,3342944,4738115,4907849
804,3991661,5201325,4227356,3333580,4733539,4912424
805,3988555,5193924,4220794,3323094,4731005,4912424
806,3986827,5187638,4213699,3313949,4731005,4917000
807,3987754,5180139,4203530,3307218,4730169,4919897
808,3987303,5169339,4203530,3298707,4732112,4922525
809,3985775,5156356,4193214,3296171,4734991,4927247
810,3987077,5156356,4181688,3295366,4738164,4932188
811,3987077,5140338,4170308,3295366,4741806,4935669
812,3987553,5123666,4160961,3292855,4744783,4938006
813,3985925,5108498,4152825,3288855,4746800,4940172
814,3983796,5096169,4145198,3282856,4749211,4943336
815,3980765,5086850,4136142,3276052,4751351,4943336
816,3976833,5080977,4124543,3273662,4751351,4945527
817,3972249,5074182,4109628,3271321,4752827,4946987
818,3969769,5065930,4093283,3269127,4754820,4947547
819,3966563,5054451,4074735,3268053,4756419,4947693
820,3962956,5044671,4074735,3267688,4759027,4948058
821,3957145,5044671,4056067,3268420,4763456,4946841
822,3957145,5037002,4037034,3268420,4769705,4946038
823,3952587,5028678,4019915,3269224,4775757,4945649
824,3946300,5021155,4006283,3269688,4780308,4946817
825,3938585,5015888,3993328,3271005,4782572,4946038
826,3929944,5012854,3978340,3273443,4783974,4946038
827,3919925,5013000,3962819,3276223,4783974,4945552
828,3909580,5012175,3944731,3279711,4783605,4944626
829,3900463,5016592,3926764,3283685,4784392,4943921
830,3889367,5017927,3909693,3286124,4785352,4941584
831,3877219,5018582,3909693,3286880,4788526,4939223
832,3861564,5018582,3894535,3286880,4791306,4937909
833,3861564,5019455,3882864,3288904,4794701,4937397
834,3842153,5030740,3869813,3290002,4796817,4937227
835,3820011,5048336,3855091,3291489,4796842,4936984
836,3795739,5068066,3842524,3293001,4796447,4938395
837,3782014,5087044,3828819,3293708,4796128,4938395
838,3770166,5101969,3818843,3292928,4796128,4940099
839,3761725,5115196,3811433,3290952,4796005,4941024
840,3768563,5122816,3804217,3286856,4796447,4941657
841,3790855,5130898,3797341,3281929,4796915,4941925
842,3809440,5139392,3797341,3277808,4796964,4943044
843,3823266,5139392,3790900,3277808,4796866,4943458
844,3823266,5146721,3783926,3275126,4795882,4943604
845,3838495,5151696,3776202,3272931,4795587,4943264
846,3849942,5156356,3768453,3272712,4793889,4943020
